#,Ejercicio,Trimestre,Proveedor,"Clave única",Fecha,"Monto total"
260,2019,julio-septiembre,"Promotora de Radio de Chihuahua, S.A. de C.V.",14205,2019-09-19,"$ 908,280.00"
261,2019,julio-septiembre,"Editorial E Imagen Publica, S.A. de C.V.",2060,2019-09-04,"$ 87,999.98"
262,2019,julio-septiembre,elresumen.net,211,2019-08-27,"$ 28,000.00"
263,2019,julio-septiembre,www.circulorojo.com.mx,217,2019-08-29,"$ 120,000.00"
264,2019,julio-septiembre,"Consultores en Comunicación y Medios Masivos, S.A. de C.V.",2411,2019-09-20,"$ 78,300.00"
265,2019,julio-septiembre,"La Ventana del Juicio.mx",258,2019-08-28,"$ 67,200.00"
266,2019,julio-septiembre,noticiasaldia.com.mx,28,2019-09-13,"$ 25,800.00"
267,2019,julio-septiembre,"Periódicos Digitales de Chihuahua, S.A. de C.V.",293B,2019-08-27,"$ 55,999.30"
268,2019,julio-septiembre,www.atlasenlinea.com,2E23,2019-08-27,"$ 60,000.00"
269,2019,julio-septiembre,"El Pueblo Familiar, S.A. de C.V.",318,2019-08-29,"$ 120,000.00"
270,2019,julio-septiembre,"ASERTO RADIO",318-2,2019-09-11,"$ 61,199.10"
271,2019,julio-septiembre,"El Pueblo Familiar, S.A. de C.V.",319,2019-09-19,"$ 160,000.00"
272,2019,julio-septiembre,"Nueva Línea Comunicación, S.C.",324,2019-09-04,"$ 103,998.40"
273,2019,julio-septiembre,"El Pueblo Familiar, S.A. de C.V.",329,2019-11-15,"$ 30,000.00"
274,2019,julio-septiembre,"Analistas del Florido, S.A. de C.V.",33,2019-09-06,"$ 95,999.76"
275,2019,julio-septiembre,"Merboca, S.A. de C.V.",449,2019-08-27,"$ 116,000.00"
276,2019,julio-septiembre,"Omnia Comunicaciones, S. de R.L. de C.V.",577,2019-09-19,"$ 149,999.99"
277,2019,julio-septiembre,"Radioflash del Norte, S.A. de C.V.","6 FCH",2019-09-02,"$ 433,608.00"
278,2019,julio-septiembre,alcontacto.com.mx,66B3,2019-09-23,"$ 160,000.00"
279,2019,julio-septiembre,"Programa CONTRASTE",78,2019-09-26,"$ 117,997.64"
280,2019,julio-septiembre,www.circulorojo.com.mx,7ACE,2019-09-21,"$ 160,000.00"
281,2019,julio-septiembre,WWW.PAUSA.MX,7BEC,2019-09-03,"$ 28,500.00"
282,2019,julio-septiembre,www.lajiribilla.com.mx,8,2019-09-18,"$ 110,000.00"
283,2019,julio-septiembre,www.noticiaschihuahua.mx,827C,2019-08-28,"$ 144,000.00"
284,2019,julio-septiembre,WWW.ADRIANARUIZ.COM.MX,83CF,2019-08-28,"$ 75,000.00"
285,2019,julio-septiembre,"Unidad Corporativa de Televisión, S.A. de C.V.",92,2019-09-20,"$ 1,413,750.00"
286,2019,julio-septiembre,"NN NUESTRAS NOTICIAS",9595,2019-08-28,"$ 109,526.01"
287,2019,julio-septiembre,"Radio Impulsora X.E.E., S.A","A 2331",2019-09-25,"$ 606,216.00"
288,2019,julio-septiembre,"Comercializadora Imation, S.A. de C.V.",A-337,2019-09-27,"$ 835,200.00"
289,2019,julio-septiembre,"Radio Juarense, S.A. de C.V.",A-4568,2019-09-03,"$ 77,400.00"
290,2019,julio-septiembre,"Cabafam, S.A. de C.V.","CAB - 40",2019-09-25,"$ 1,566,000.00"
291,2019,julio-septiembre,"Comunicaciones Chihua, S.A. de C.V.","CCH 2874",2019-09-04,"$ 381,515.00"
292,2019,julio-septiembre,"Tv Azteca, S.A.B. de C.V.",EH6465,2019-09-06,"$ 957,000.00"
293,2019,julio-septiembre,"Imagen Radio Comercial, S.A. de C.V.","IRCRF 240",2019-09-27,"$ 739,500.00"
294,2019,julio-septiembre,"""Expectativa Noticias""","JULIO-AGOSTO 2019",2019-09-20,"$ 119,625.00"
295,2019,julio-septiembre,"Plataforma en Difusión, S.A. de C.V.",PD-458,2019-08-29,"$ 60,239.30"
296,2019,julio-septiembre,"Publicaciones del Chuviscar, S.A. de C.V.","PDCR / 57055",2019-09-10,"$ 770,000.00"
297,2019,julio-septiembre,"Radio Lobo, S.A. de C.V.","RL 8435",2019-10-23,"$ 499,568.96"
298,2019,julio-septiembre,"Comercializadora Tosgon, S.A. de C.V.",TOSCHI-767,2019-09-23,"$ 208,800.00"
299,2019,octubre-diciembre,"Porlalibre, S.A. de C.V.",-19,2019-10-28,"$ 149,999.90"
300,2019,octubre-diciembre,"Porlalibre, S.A. de C.V.",-20,2019-11-15,"$ 74,999.88"
301,2019,octubre-diciembre,"Promotora de Radio de Chihuahua, S.A. de C.V.",14574,2019-11-25,"$ 486,158.96"
302,2019,octubre-diciembre,"Editorial E Imagen Publica, S.A. de C.V.",2102,2019-10-29,"$ 163,820.00"
303,2019,octubre-diciembre,"Radioflash del Norte, S.A. de C.V.","25 FCH",2019-10-17,"$ 438,480.00"
304,2019,octubre-diciembre,"Radioflash del Norte, S.A. de C.V.","26 FCH",2019-11-15,"$ 207,912.00"
305,2019,octubre-diciembre,"El Pueblo Familiar, S.A. de C.V.",321,2019-10-14,"$ 120,000.00"
306,2019,octubre-diciembre,"El Pueblo Familiar, S.A. de C.V.",330,2019-11-15,"$ 80,000.00"
307,2019,octubre-diciembre,"Nueva Línea Comunicación, S.C.",332,2019-10-28,"$ 103,998.40"
308,2019,octubre-diciembre,"Nueva Línea Comunicación, S.C.",337,2019-11-21,"$ 47,423.99"
309,2019,octubre-diciembre,"Analistas del Florido, S.A. de C.V.",34,2019-10-28,"$ 95,999.76"
310,2019,octubre-diciembre,"Analistas del Florido, S.A. de C.V.",36,2019-11-18,"$ 47,996.16"
311,2019,octubre-diciembre,"Jessica Arely Medina Valerio",3709,2019-10-07,"$ 144,000.00"
312,2019,octubre-diciembre,"Merboca, S.A. de C.V.",463,2019-10-28,"$ 174,000.00"
313,2019,octubre-diciembre,"Merboca, S.A. de C.V.",467,2019-11-15,"$ 58,000.00"
314,2019,octubre-diciembre,"Radio Impulsora X.E.E., S.A","A 2370",2019-09-15,"$ 293,315.28"
315,2019,octubre-diciembre,"Radio Juarense, S.A. de C.V.",A-4664,2019-10-29,"$ 102,600.00"
316,2019,octubre-diciembre,"Periódicos Digitales de Chihuahua, S.A. de C.V.",A5BA,2019-11-22,"$ 87,999.89"
317,2019,octubre-diciembre,"Comunicaciones Chihua, S.A. de C.V.","CCH 2921",2019-10-08,"$ 381,515.21"
318,2019,octubre-diciembre,"Comunicaciones Chihua, S.A. de C.V.",CCH2987,2019-11-15,"$ 192,707.59"
319,2019,octubre-diciembre,"Tv Azteca, S.A.B. de C.V.",EH6565,2019-10-31,"$ 957,000.00"
320,2019,octubre-diciembre,"Tv Azteca, S.A.B. de C.V.",EH6591,2019-11-15,"$ 486,000.00"
321,2019,octubre-diciembre,"Televisora de Occidente, S.A. de C.V.",GF-34425,2019-09-27,"$ 2,088,000.00"
322,2019,octubre-diciembre,"Televisora de Occidente, S.A. de C.V.",GF-34815,2019-11-15,"$ 1,251,964.00"
323,2019,octubre-diciembre,"Imagen Radio Comercial, S.A. de C.V.","IRCRF 297",2019-11-14,"$ 335,704.00"
324,2019,octubre-diciembre,"Plataforma en Difusión, S.A. de C.V.",PD-587,2019-10-30,"$ 60,239.30"
325,2019,octubre-diciembre,"Plataforma en Difusión, S.A. de C.V.",PD-612,2019-11-15,"$ 29,521.40"
326,2019,octubre-diciembre,"Radio Lobo, S.A. de C.V.","RL 8513",2019-10-08,"$ 499,568.96"
327,2019,octubre-diciembre,"Radio Lobo, S.A. de C.V.","RL 8557",2019-12-15,"$ 171,518.08"
328,2019,octubre-diciembre,"Comercializadora Tosgon, S.A. de C.V.",TOSCHI-870,2019-11-19,"$ 151,171.20"
