#,"Campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida del contratante","Sujeto obligado solicitante","Partida del solicitante","Área administrativa encargada de solicitar el servicio","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A. incluido","Fecha de validación","Área responsable de la información",Año,"Fecha de actualización",Nota,Estatus
1,"CÁMARAS PLATAFORMA ESCUDO","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,Chihuahua,"3600 - 361 - 36101 - Difusión de mensajes sobre programas y actividades gubernamentales",Chihuahua,,"Unidad Administrativa  de Comunicación Social ","Servicio de publicidad en benner en medio de informativo digital www.referente.mx durante noviembre 2018; diseños: Box de barrios, aplicación marca el cambio, plan municipal de desarrollo, camaras plataforma escudo chihuahua, iluminemos la vida, alertas climaticas, descuento predial",1.00,"$ 194,800.00",,,,,,Activo
