#,"Campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida del contratante","Sujeto obligado solicitante","Partida del solicitante","Área administrativa encargada de solicitar el servicio","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A. incluido","Fecha de validación","Área responsable de la información",Año,"Fecha de actualización",Nota,Estatus
1,"ALERT. CLIMÁTICAS","Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",Spot,Chihuahua,"3600 - 361 - 36101 - Difusión de mensajes sobre programas y actividades gubernamentales",Chihuahua,,"Unidad administrativa de comunicación social","Publicidad en radio via spots de avisos y anuncios oficiales dentro del programa ""Palabra propia"" durante noviembre 2018; Plan municipal de desarrollo (30 seg) descuento predial 2018, tarjeta de la mujer soriana, Alertas climaticas. ",1.00,"$ 89,139.09",24.09.2020,"Unidad administrativa de comunicación social ",,24.09.2020,,Activo
