#,"Campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida del contratante","Sujeto obligado solicitante","Partida del solicitante","Área administrativa encargada de solicitar el servicio","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A. incluido","Fecha de validación","Área responsable de la información",Año,"Fecha de actualización",Nota,Estatus
1,"FICH FICUU 2018","Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",Spot,Chihuahua,"3600 - 362 - 36202 - Difusión por radio, televisión y otros medios de mensajes comerciales para promover la venta de bienes o servicios",Chihuahua,,,"ublicidad en radio via spots aviso, anuncios oficiales dentro de la programación de comercialziadora Tosgon S.A. de C.V. durante octubre y noviembre 2018; camapañas FICUU FICH 2018 (30 seg)/Plan Municipal de desarrollo (30seg)/ menciones de decenso de temperaturas de programación (20seg)/descuento predial (30seg)/tarjeta IMM soriana (30seg)/encendido del pino de navidad.",1.00,"$ 449,999.99",,,,,,Activo
