#,"Campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida del contratante","Sujeto obligado solicitante","Partida del solicitante","Área administrativa encargada de solicitar el servicio","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A. incluido","Fecha de validación","Área responsable de la información",Año,"Fecha de actualización",Nota,Estatus
1,"FICH FICUU 2018","Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",Spot,Chihuahua,"3600 - 361 - 36102 - Difusión por radio, televisión y otros medios de mensajes sobre programas y actividades gubernamentales",Chihuahua,,"Unidad administrativa de comunicación social","Publicidad en radio via spots de avisos y anuncios dentro del programa antena deportiva durante octubre 2018, FICUU-FICH 2018 (30 SEG) Plan municipal de desarrollo (30 seg), alertas climaticas. ",1.00,"$ 107,000.00",24.09.2020,"Unidad administrativa de comunicación social",,24.09.2020,,Activo
